PassengerId,Survived,CabinWasMissing,LogFare,FarePerPerson,Pclass,PclassFareInteraction,IsAlone,LogAge,Parch,FamilySize,AgeWasMissing,EmbarkedWasMissing,FareWasMissing
183,0,1,3.477773,4.483929,3,94.1625,0,2.302585,2,7,0,0,0
184,1,0,3.688879,9.75,2,78,0,0.693147,1,4,0,0,0
185,1,1,3.136581,7.341667,3,66.075,0,1.609438,2,3,0,0,0
186,0,0,3.931826,50,1,50,1,3.713572,0,1,1,0,0
187,1,1,2.80336,7.75,3,46.5,0,3.465736,0,2,1,0,0
188,1,1,3.316003,26.55,1,26.55,1,3.828641,0,1,0,0,0
189,0,1,2.80336,5.166667,3,46.5,0,3.713572,1,3,0,0,0
190,0,1,2.185579,7.8958,3,23.6874,1,3.610918,0,1,0,0,0
191,1,1,2.639057,13,2,26,1,3.496508,0,1,0,0,0
192,0,1,2.639057,13,2,26,1,2.995732,0,1,0,0,0
193,1,1,2.180892,3.9271,3,23.5626,0,2.995732,0,2,0,0,0
194,1,0,3.295837,8.666667,2,52,0,1.386294,1,3,0,0,0
195,1,0,3.357622,27.7208,1,27.7208,1,3.806662,0,1,0,0,0
196,1,0,4.199221,65.6344,1,65.6344,1,4.077537,0,1,0,0,0
197,0,1,2.169054,7.75,3,23.25,1,3.295837,0,1,1,0,0
198,0,1,2.241156,4.2021,3,25.2126,0,3.7612,1,2,0,0,0
199,1,1,2.169054,7.75,3,23.25,1,2.944439,0,1,1,0,0
200,0,1,2.639057,13,2,26,1,3.218876,0,1,0,0,0
201,0,1,2.351375,9.5,3,28.5,1,3.367296,0,1,0,0,0
202,0,1,4.199221,5.966764,3,196.9032,0,3.295837,2,11,1,0,0
203,0,1,2.014343,6.4958,3,19.4874,1,3.555348,0,1,0,0,0
204,0,1,2.107178,7.225,3,21.675,1,3.839452,0,1,0,0,0
205,1,1,2.202765,8.05,3,24.15,1,2.944439,0,1,0,0,0
206,0,0,2.439081,5.23125,3,31.3875,0,1.098612,1,2,0,0,0
207,0,1,2.824351,7.925,3,47.55,0,3.496508,0,2,0,0,0
208,1,1,2.98505,18.7875,3,56.3625,1,3.295837,0,1,0,0,0
209,1,1,2.169054,7.75,3,23.25,1,2.833213,0,1,0,0,0
210,1,0,3.465736,31,1,31,1,3.713572,0,1,0,0,0
211,0,1,2.085672,7.05,3,21.15,1,3.218876,0,1,0,0,0
212,1,1,3.091042,21,2,42,1,3.583519,0,1,0,0,0
213,0,1,2.110213,7.25,3,21.75,1,3.135494,0,1,0,0,0
214,0,1,2.639057,13,2,26,1,3.433987,0,1,0,0,0
215,0,1,2.169054,3.875,3,23.25,0,3.295837,0,2,1,0,0
216,1,0,4.199221,32.8172,1,65.6344,0,3.465736,0,2,0,0,0
217,1,1,2.188856,7.925,3,23.775,1,3.332205,0,1,0,0,0
218,0,1,3.332205,13.5,2,54,0,3.7612,0,2,0,0,0
219,1,0,4.199221,65.6344,1,65.6344,1,3.496508,0,1,0,0,0
220,0,1,2.442347,10.5,2,21,1,3.433987,0,1,0,0,0
221,1,1,2.202765,8.05,3,24.15,1,2.833213,0,1,0,0,0
222,0,1,2.639057,13,2,26,1,3.332205,0,1,0,0,0
223,0,1,2.202765,8.05,3,24.15,1,3.951244,0,1,0,0,0
224,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
225,1,0,4.199221,32.8172,1,65.6344,0,3.663562,0,2,0,0,0
226,0,1,2.336987,9.35,3,28.05,1,3.135494,0,1,0,0,0
227,1,1,2.442347,10.5,2,21,1,2.995732,0,1,0,0,0
228,0,1,2.110213,7.25,3,21.75,1,3.068053,0,1,0,0,0
229,0,1,2.639057,13,2,26,1,2.944439,0,1,0,0,0
230,0,1,3.275887,5.09334,3,76.4001,0,2.944439,1,5,1,0,0
231,1,0,4.199221,32.8172,1,65.6344,0,3.583519,0,2,0,0,0
232,0,1,2.171907,7.775,3,23.325,1,3.401197,0,1,0,0,0
233,0,1,2.674149,13.5,2,27,1,4.094345,0,1,0,0,0
234,1,1,3.477773,4.483929,3,94.1625,0,1.791759,2,7,0,0,0
235,0,1,2.442347,10.5,2,21,1,3.218876,0,1,0,0,0
236,0,1,2.145931,7.55,3,22.65,1,2.944439,0,1,1,0,0
237,0,1,3.295837,13,2,52,0,3.806662,0,2,0,0,0
238,1,1,3.305054,8.75,2,52.5,0,2.197225,2,3,0,0,0
239,0,1,2.442347,10.5,2,21,1,2.995732,0,1,0,0,0
240,0,1,2.585883,12.275,2,24.55,1,3.526361,0,1,0,0,0
241,0,1,2.737881,7.2271,3,43.3626,0,2.944439,0,2,1,0,0
242,1,1,2.80336,7.75,3,46.5,0,2.944439,0,2,1,0,0
243,0,1,2.442347,10.5,2,21,1,3.401197,0,1,0,0,0
244,0,1,2.094946,7.125,3,21.375,1,3.135494,0,1,0,0,0
245,0,1,2.107178,7.225,3,21.675,1,3.433987,0,1,0,0,0
246,0,0,4.199221,21.878133,1,65.6344,0,3.806662,0,3,0,0,0
247,0,1,2.171907,7.775,3,23.325,1,3.258097,0,1,0,0,0
248,1,1,2.74084,4.833333,2,29,0,3.218876,2,3,0,0,0
249,1,0,3.980694,17.518067,1,52.5542,0,3.637586,1,3,0,0,0
250,0,1,3.295837,13,2,52,0,4.007333,0,2,0,0,0
251,0,1,2.110213,7.25,3,21.75,1,3.295837,0,1,1,0,0
252,0,0,2.439081,3.4875,3,31.3875,0,3.401197,1,3,0,0,0
253,0,0,3.316003,26.55,1,26.55,1,4.117003,0,1,0,0,0
254,0,1,2.839078,8.05,3,48.3,0,3.433987,0,2,0,0,0
255,0,1,3.054591,6.7375,3,60.6375,0,3.73767,2,3,0,0,0
256,1,1,2.787834,5.081933,3,45.7374,0,3.401197,2,3,0,0,0
257,1,1,4.199221,65.6344,1,65.6344,1,3.713572,0,1,1,0,0
258,1,0,4.199221,65.6344,1,65.6344,1,3.433987,0,1,0,0,0
259,1,1,4.199221,65.6344,1,65.6344,1,3.583519,0,1,0,0,0
260,1,1,3.295837,13,2,52,0,3.931826,1,2,0,0,0
261,0,1,2.169054,7.75,3,23.25,1,3.295837,0,1,1,0,0
262,1,1,3.477773,4.483929,3,94.1625,0,1.386294,2,7,0,0,0
263,0,0,4.199221,21.878133,1,65.6344,0,3.970292,1,3,0,0,0
264,0,0,0,0,1,0,1,3.713572,0,1,0,0,0
265,0,1,2.169054,7.75,3,23.25,1,2.944439,0,1,1,0,0
266,0,1,2.442347,10.5,2,21,1,3.610918,0,1,0,0,0
267,0,1,3.705921,6.614583,3,119.0625,0,2.833213,1,6,0,0,0
268,1,1,2.171907,3.8875,3,23.325,0,3.258097,0,2,0,0,0
269,1,0,4.199221,32.8172,1,65.6344,0,4.077537,1,2,0,0,0
270,1,0,4.199221,65.6344,1,65.6344,1,3.583519,0,1,0,0,0
271,0,1,3.465736,31,1,31,1,3.713572,0,1,1,0,0
272,1,1,0,0,3,0,1,3.258097,0,1,0,0,0
273,1,1,3.020425,9.75,2,39,0,3.73767,1,2,0,0,0
274,0,0,3.424263,14.85,1,29.7,0,3.637586,1,2,0,0,0
275,1,1,2.169054,7.75,3,23.25,1,2.944439,0,1,1,0,0
276,1,0,4.199221,32.8172,1,65.6344,0,4.117003,0,2,0,0,0
277,0,1,2.169054,7.75,3,23.25,1,3.828641,0,1,0,0,0
278,0,1,0,0,2,0,1,3.465736,0,1,1,0,0
279,0,1,3.405355,4.854167,3,87.375,0,2.079442,1,6,0,0,0
280,1,1,3.056357,6.75,3,60.75,0,3.583519,1,3,0,0,0
281,0,1,2.169054,7.75,3,23.25,1,4.117003,0,1,0,0,0
282,0,1,2.180892,7.8542,3,23.5626,1,3.367296,0,1,0,0,0
283,0,1,2.351375,9.5,3,28.5,1,2.833213,0,1,0,0,0
284,1,1,2.202765,8.05,3,24.15,1,2.995732,0,1,0,0,0
285,0,0,3.295837,26,1,26,1,3.713572,0,1,1,0,0
286,0,1,2.268252,8.6625,3,25.9875,1,3.526361,0,1,0,0,0
287,1,1,2.351375,9.5,3,28.5,1,3.433987,0,1,0,0,0
288,0,1,2.185579,7.8958,3,23.6874,1,3.135494,0,1,0,0,0
289,1,1,2.639057,13,2,26,1,3.7612,0,1,0,0,0
290,1,1,2.169054,7.75,3,23.25,1,3.135494,0,1,0,0,0
291,1,1,4.199221,65.6344,1,65.6344,1,3.295837,0,1,0,0,0
292,1,0,4.199221,32.8172,1,65.6344,0,2.995732,0,2,0,0,0
293,0,0,2.630089,12.875,2,25.75,1,3.610918,0,1,0,0,0
294,0,1,2.287471,8.85,3,26.55,1,3.218876,0,1,0,0,0
295,0,1,2.185579,7.8958,3,23.6874,1,3.218876,0,1,0,0,0
296,0,1,3.357622,27.7208,1,27.7208,1,3.713572,0,1,1,0,0
297,0,1,2.107689,7.2292,3,21.6876,1,3.198673,0,1,0,0,0
298,0,0,4.199221,16.4086,1,65.6344,0,1.098612,2,4,0,0,0
299,1,0,3.449988,30.5,1,30.5,1,3.713572,0,1,1,0,0
300,1,0,4.199221,32.8172,1,65.6344,0,3.931826,1,2,0,0,0
301,1,1,2.169054,7.75,3,23.25,1,2.944439,0,1,1,0,0
302,1,1,3.188417,7.75,3,69.75,0,3.295837,0,3,1,0,0
303,0,1,0,0,3,0,1,2.995732,0,1,0,0,0
304,1,0,2.591516,12.35,2,24.7,1,3.218876,0,1,1,0,0
305,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,1,0,0
306,1,0,4.199221,16.4086,1,65.6344,0,0.652325,2,4,0,0,0
307,1,1,4.199221,65.6344,1,65.6344,1,3.433987,0,1,1,0,0
308,1,0,4.199221,32.8172,1,65.6344,0,2.890372,0,2,0,0,0
309,0,1,3.218876,12,2,48,0,3.433987,0,2,0,0,0
310,1,0,4.059222,56.9292,1,56.9292,1,3.433987,0,1,0,0,0
311,1,0,4.199221,65.6344,1,65.6344,1,3.218876,0,1,0,0,0
312,1,0,4.199221,13.12688,1,65.6344,0,2.944439,2,5,0,0,0
313,0,1,3.295837,8.666667,2,52,0,3.295837,1,3,0,0,0
314,0,1,2.185579,7.8958,3,23.6874,1,3.367296,0,1,0,0,0
315,0,1,3.305054,8.75,2,52.5,0,3.78419,1,3,0,0,0
316,1,1,2.180892,7.8542,3,23.5626,1,3.295837,0,1,0,0,0
317,1,1,3.295837,13,2,52,0,3.218876,0,2,0,0,0
318,0,1,2.70805,14,2,28,1,4.007333,0,1,0,0,0
319,1,0,4.199221,21.878133,1,65.6344,0,3.465736,2,3,0,0,0
320,1,0,4.199221,21.878133,1,65.6344,0,3.713572,1,3,0,0,0
321,0,1,2.110213,7.25,3,21.75,1,3.135494,0,1,0,0,0
322,0,1,2.185579,7.8958,3,23.6874,1,3.332205,0,1,0,0,0
323,1,1,2.591516,12.35,2,24.7,1,3.433987,0,1,0,0,0
324,1,1,3.401197,9.666667,2,58,0,3.135494,1,3,0,0,0
325,0,1,4.199221,5.966764,3,196.9032,0,3.295837,2,11,1,0,0
326,1,0,4.199221,65.6344,1,65.6344,1,3.610918,0,1,0,0,0
327,0,1,1.979276,6.2375,3,18.7125,1,4.117003,0,1,0,0,0
328,1,0,2.639057,13,2,26,1,3.610918,0,1,0,0,0
329,1,1,3.069215,6.841667,3,61.575,0,3.465736,1,3,0,0,0
330,1,0,4.077185,28.9896,1,57.9792,0,2.833213,1,2,0,0,0
331,1,1,3.188417,7.75,3,69.75,0,2.944439,0,3,1,0,0
332,0,0,3.38439,28.5,1,28.5,1,3.839452,0,1,0,0,0
333,0,0,4.199221,32.8172,1,65.6344,0,3.663562,1,2,0,0,0
334,0,1,2.944439,6,3,54,0,2.833213,0,3,0,0,0
335,1,1,4.199221,32.8172,1,65.6344,0,3.713572,0,2,1,0,0
336,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
337,0,0,4.199221,32.8172,1,65.6344,0,3.401197,0,2,0,0,0
338,1,0,4.199221,65.6344,1,65.6344,1,3.73767,0,1,0,0,0
339,1,1,2.202765,8.05,3,24.15,1,3.828641,0,1,0,0,0
340,0,0,3.597312,35.5,1,35.5,1,3.828641,0,1,0,0,0
341,1,0,3.295837,8.666667,2,52,0,1.098612,1,3,0,0,0
342,1,0,4.199221,10.939067,1,65.6344,0,3.218876,2,6,0,0,0
343,0,1,2.639057,13,2,26,1,3.367296,0,1,0,0,0
344,0,1,2.639057,13,2,26,1,3.258097,0,1,0,0,0
345,0,1,2.639057,13,2,26,1,3.610918,0,1,0,0,0
346,1,0,2.639057,13,2,26,1,3.218876,0,1,0,0,0
347,1,1,2.639057,13,2,26,1,3.713572,0,1,0,0,0
348,1,1,2.839078,8.05,3,48.3,0,3.465736,0,2,1,0,0
349,1,1,2.827314,5.3,3,47.7,0,1.386294,1,3,0,0,0
350,0,1,2.268252,8.6625,3,25.9875,1,3.7612,0,1,0,0,0
351,0,1,2.324836,9.225,3,27.675,1,3.178054,0,1,0,0,0
352,0,0,3.583519,35,1,35,1,3.713572,0,1,1,0,0
353,0,1,2.107689,2.409733,3,21.6876,0,2.772589,1,3,0,0,0
354,0,1,2.933857,8.9,3,53.4,0,3.258097,0,2,0,0,0
355,0,1,2.107178,7.225,3,21.675,1,3.295837,0,1,1,0,0
356,0,1,2.351375,9.5,3,28.5,1,3.367296,0,1,0,0,0
357,1,0,4.025352,27.5,1,55,0,3.135494,1,2,0,0,0
358,0,1,2.639057,13,2,26,1,3.663562,0,1,0,0,0
359,1,1,2.183711,7.8792,3,23.6376,1,2.944439,0,1,1,0,0
360,1,1,2.183711,7.8792,3,23.6376,1,2.944439,0,1,1,0,0
361,0,1,3.363842,4.65,3,83.7,0,3.713572,4,6,0,0,0
